"Sample_ID","Code","Sample_Date","Sample_Time","Gage_Ht","Temp","pH","Cond","Cl","NO3-N","SO4-S","Na","K","Mg","Ca","NH4-N","PO4-P","DOC","DIC","TDN","TDP","SiO2","DON","ChlorideCode","NitrateCode","SulfateCode","SodiumCode","PotassiumCode","MagnesiumCode","CalciumCode","NH4Code","PO4Code","DOCCode","DICCode","TDNCode","SiO2Code","DONCode","TSS"
"MG",26240000,1999-12-21,NA,NA,NA,NA,NA,10.8,169,1.12,7.83,0.76,2.79,7.71,20,11,1.78,NA,0.41,NA,18.9,0.22,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MG",26248000,1999-12-28,NA,NA,NA,NA,NA,10.88,228,1.27,8.47,0.91,3.28,9.63,54,26,1.33,NA,0.53,NA,22.13,0.25,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MG",26256000,2000-01-04,NA,NA,NA,NA,NA,10.19,226,1.18,7.6,0.79,2.77,8.25,45,21,1.72,NA,0.46,NA,18.17,0.19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.25
"MG",26772000,2000-01-11,NA,NA,NA,NA,NA,11.52,233,1.23,8.8,0.96,3.23,6.64,49,18,1.18,NA,0.5,NA,22.08,0.22,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.87
"MG",26789000,2000-01-25,NA,NA,NA,NA,NA,11.85,295,1.35,9.48,0.88,3.82,10.24,123,18,0.82,NA,0.5,NA,24.39,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0
"MG",26803000,2000-02-01,NA,NA,NA,NA,NA,11.64,143,1.31,9.28,0.75,3.13,5.52,22,7,1.07,NA,0.29,NA,23.6,0.13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0
"MG",26817000,2000-02-08,NA,NA,NA,NA,NA,10.84,149,1.35,8.81,0.84,3.43,14.3,25,25,1.02,NA,0.31,NA,22.07,0.13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.4
"MG",26831000,2000-02-15,NA,NA,NA,NA,NA,12.28,99,1.46,9.92,0.89,3.7,13.56,NA,9,0.84,NA,0.18,NA,23.58,0.07,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.29
"MG",26845000,2000-02-22,NA,NA,NA,NA,NA,8.62,148,0.93,5.48,0.7,1.36,4.87,60,14,2.96,NA,0.42,NA,10.74,0.21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",19.12
"MG",26859000,2000-02-29,NA,4.46,21.5,NA,NA,10.97,180,1.34,8.56,0.9,3.23,6.8,62,20,1.25,NA,0.37,NA,23.69,0.13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.57
"MG",26885000,2000-03-14,NA,NA,NA,NA,NA,11.68,50,1.54,9.6,0.76,3.99,17.02,NA,10,0.71,NA,0.11,NA,25.81,0.05,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",1.2
"MG",26899000,2000-03-21,NA,NA,NA,NA,NA,11.76,46,1.48,9.59,0.57,3.78,6.61,NA,7,0.86,NA,0.11,NA,25.74,0.06,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.95
"MG",26929000,2000-04-04,NA,NA,NA,NA,NA,11.18,59,1.49,8.93,0.86,3.47,7.89,9,9,1.42,NA,0.18,NA,25.63,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.45
"MG",26945000,2000-04-11,NA,NA,NA,NA,NA,11.95,35,1.58,10.66,0.9,4.24,10.32,9,9,0.94,NA,0.13,NA,27.64,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.1
"MG",26957000,2000-04-18,NA,NA,NA,NA,NA,10.57,45,1.4,8.06,0.74,2.69,8.49,9,9,1.45,NA,0.24,NA,21.09,0.18,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.65
"MG",26970000,2000-04-25,800,4.14,25.7,7.42,158,11,28,1.47,9.39,0.71,3.6,9.75,NA,10,0.93,NA,0.11,NA,25.2,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.2
"MG",27621000,2000-05-02,NA,NA,NA,NA,NA,11.11,17,1.46,8.65,0.69,3.28,6.89,7,10,1.33,NA,0.13,NA,24.52,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.51
"MG",27506000,2000-05-09,707,4.32,25.76,NA,104,9.33,38,0.75,7.49,0.84,2.54,6.73,10,9,1.89,NA,0.22,NA,18.83,0.17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.64
"MG",27541000,2000-05-16,NA,4.31,24.8,NA,120,10.8,72,1.66,7.94,0.8,2.7,6.9,9,13,1.13,NA,0.24,NA,21.31,0.16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.67
"MG",27578000,2000-05-23,NA,NA,NA,NA,NA,9.84,47,1.46,8.19,0.73,3.13,7.96,5,8,0.82,NA,0.1,NA,23.65,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.45
"MG",27585000,2000-05-30,NA,NA,NA,NA,85.2,8.1,249,1.24,5.52,1.1,1.68,7.18,22,21,3.4,NA,0.44,NA,12.21,0.17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",316.67
"MG",27473000,2000-06-13,NA,NA,NA,NA,98.6,10.84,231,1.75,6.69,0.78,2.11,7.93,13,13,3.06,NA,0.5,NA,13.49,0.25,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.68
"MG",27499000,2000-06-20,NA,4.44,26.11,NA,136.3,9.58,27,0.79,8.19,0.69,3.03,9.73,5,7,1.03,NA,0.17,NA,22.75,0.14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.5
"MG",27534000,2000-06-27,750,4.64,25.02,NA,115.4,10.38,79,1.46,7.7,0.77,2.81,7.46,NA,15,1.47,NA,0.19,NA,22.59,0.11,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",15.5
"MG",27523000,2000-07-04,NA,NA,NA,NA,NA,8.41,53,1.26,6.28,0.72,1.88,6.37,9,14,1.27,NA,0.22,NA,20.71,0.15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2
"MG",27513000,2000-07-05,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.28,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1
"MG",27548000,2000-07-11,900,4.27,23,NA,148.3,10.1,23,0.78,8.8,0.68,3.37,6.42,6,NA,0.9,NA,0.13,NA,24.52,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",0.27
"MG",27555000,2000-07-18,NA,NA,NA,6.22,124,10.31,30,0.8,9.02,0.71,3.41,8.53,NA,7,0.91,NA,0.12,NA,24.99,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.19
"MG",27489000,2000-07-25,1200,4.24,26.6,8.82,171.9,10.69,24,1.41,8.9,0.63,3.57,6.45,5,10,1.18,NA,0.14,NA,24.36,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.45
"MG",27481000,2000-08-01,NA,NA,23.1,7.68,126,11.03,38,1.46,7.65,0.57,2.65,8.72,10,10,1.55,NA,0.18,NA,20.38,0.13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.76
"MG",27562000,2000-08-08,NA,NA,24,7.98,127,9.64,63,1.34,7.45,0.78,2.52,7.53,9,8,1.08,NA,0.15,NA,22.57,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.2
"MG",27570000,2000-08-15,NA,4.64,26.02,7.44,149.1,9.73,43,1.31,7.79,0.73,2.91,7.13,NA,6,1.01,NA,0.12,NA,24.27,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.65
"MG",27527000,2000-08-22,748,4.39,NA,7.5,159,10.32,36,1.42,8.52,0.69,3.31,9.34,NA,14,1.01,NA,0.11,NA,24.78,0.07,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.45
"MG",27599000,2000-08-29,935,5.1,25.68,7.36,149,11.24,165,1.7,8.34,1.21,3.13,9.67,84,38,2.34,NA,0.43,NA,20.54,0.18,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",16.03
"MG",27607000,2000-09-05,845,NA,25.99,7.74,140.8,9.06,74,1.31,6.99,0.68,2.61,10.18,5,13,1.19,NA,0.15,NA,21.4,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2
"MG",28679000,2000-09-12,925,4.68,26.33,7.73,136.6,9.6,66,1.38,7.17,0.82,2.5,7.34,6,9,1.85,NA,0.19,NA,20.19,0.12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.9
"MG",28687000,2000-09-19,818,5.2,24.87,7.74,125.9,9.59,109,1.4,6.61,0.84,2.19,7.78,5,11,1.98,NA,0.26,NA,17.49,0.15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4
"MG",28695000,2000-09-26,800,4.74,25.72,7.78,142.4,9.43,58,1.26,7.97,0.77,2.96,7.99,NA,10,1.06,NA,0.2,NA,23.58,0.14,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.73
"MG",21230,2000-10-03,815,5.06,23.85,7.42,94.7,7.28,140,1.09,6.13,0.81,1.96,7.17,9,9,3.4,NA,0.33,NA,15.51,0.18,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.57
"MG",21243,2000-10-10,NA,NA,NA,7.72,124.6,8.23,83,1.2,7.18,0.71,2.51,7.59,NA,11,1.38,NA,0.12,NA,21.54,0.04,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.68
"MG",21256,2000-10-17,815,4.58,24.9,7.81,155.3,9.87,72,1.29,8.46,0.66,3.19,6.26,NA,12,0.81,NA,0.13,NA,25.46,0.06,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.18
"MG",21269,2000-10-24,800,4.88,23.56,7.62,118.1,8.95,163,1.51,6.64,0.75,2.38,8.28,NA,13,2.48,NA,0.27,NA,17.12,0.1,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",5.27
"MG",21282,2000-10-31,830,4.7,NA,7.69,130.1,7.94,66,1.09,7.03,0.8,2.55,6.43,11,11,1.6,NA,0.23,NA,22.05,0.16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.56
"MG",21295,2000-11-07,NA,4.66,23.85,7.64,150,9.8,118,1.37,8.12,0.87,2.82,5.43,12,12,1.09,NA,0.29,NA,23.16,0.16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.38
"MG",21308,2000-11-14,800,4.54,23.42,7.58,165,10.45,139,1.42,9.06,0.98,3.38,6.15,NA,28,0.88,NA,0.28,NA,24.86,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.83
"MG",21321,2000-11-21,1023,4.84,NA,7.9,NA,8.67,88,1.2,6.9,0.68,2.44,8.48,NA,15,NA,NA,0.12,NA,19.44,0.03,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",6.1
"MG",21344,2000-11-28,1129,4.92,24.37,7.51,124.1,7.87,177,1.27,9.11,0.86,2.81,13.14,10,15,1.39,NA,0.46,NA,20.11,0.27,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.2
"MG",21357,2000-12-05,NA,4.68,NA,7.72,121.9,10.37,119,1.4,9.12,0.85,3.44,9.61,9,17,1.01,NA,0.24,NA,25.69,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.18
"MG",21370,2000-12-12,NA,NA,NA,7.49,147.5,12.15,120,2.14,11.37,2.62,3.94,7.78,34,11,1.04,NA,0.21,NA,24.41,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.82
"MG",21398,2000-12-19,757,4.84,22.39,7.65,115.4,10.07,127,1.28,7.28,0.71,2.58,10.08,NA,18,1.58,NA,0.23,NA,17.84,0.1,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",4.11
"MG",21411,2000-12-26,900,4.7,22.03,7.37,145,10.11,109,1.36,8.53,0.66,3.2,11.51,NA,21,0.96,NA,0.19,NA,22.7,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",NA
"MG",21424,2001-01-02,750,4.6,NA,7.03,149.2,14.15,141,1.78,10.93,1,3.02,6,45,10,1.08,NA,0.17,NA,24.67,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",NA
"MG",21437,2001-01-09,NA,4.55,22.8,7.57,188.3,11.17,111,1.37,10.85,1.01,3.74,7.74,35,11,0.63,NA,0.23,NA,25.86,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.4
"MG",21450,2001-01-16,NA,4.5,22.3,7.5,194.9,11.56,144,1.4,9.76,0.95,4.05,7.73,16,24,1,NA,0.25,NA,25.71,0.09,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.8
"MG",21463,2001-01-23,NA,4.48,23.18,7.58,197.9,12.04,83,1.6,10.3,0.92,4.34,15.94,12,33,0.8,NA,0.1,NA,25.54,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",0.7
"MG",21476,2001-01-30,NA,5.1,21.56,7.5,95.7,9.23,219,1.29,6.26,0.79,1.8,6.86,32,22,2.6,NA,0.32,NA,11.05,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.14
"MG",21489,2001-02-06,NA,NA,23.8,7.41,162.5,10.54,68,1.48,8.58,0.83,3.38,9.97,22,25,0.96,NA,0.17,NA,23.54,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.9
"MG",21502,2001-02-13,NA,NA,NA,7.48,150.9,11.75,107,1.49,8.14,0.83,3.02,12.12,9,28,1.24,NA,0.19,NA,19.06,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.38
"MG",21515,2001-02-20,832,4.78,22.6,7.57,167.3,15.74,82,2.38,12.88,1.03,5.25,20.48,12,26,0.77,NA,0.15,NA,21.13,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.9
"MG",21528,2001-02-27,814,4.65,21.5,7.76,151.6,10.34,24,1.39,8.21,0.61,3.16,8.43,6,19,0.9,NA,0.08,NA,21.08,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MG",21571,2001-03-06,NA,4.4,NA,7.63,158.3,10.55,17,1.44,10.59,0.69,3.64,6.87,6,6,0.54,NA,NA,NA,22.93,0.03,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA",NA
"MG",21584,2001-03-13,750,4.42,23.46,7.68,159.3,11.12,17,1.48,11.13,0.77,3.87,10.02,7,9,0.6,NA,NA,NA,23.97,0.02,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA",0
"MG",21597,2001-03-20,NA,NA,NA,7.56,173.9,10.88,7,1.48,11.11,0.76,4,16.07,7,8,0.78,NA,0.09,NA,24.18,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MG",21610,2001-03-27,750,4.54,23.79,7.63,130.9,9.86,43,1.43,9.56,0.91,3.07,9.28,9,10,1,NA,0.16,NA,26.25,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"MG",21623,2001-04-03,845,4.35,24.44,7.9,174.7,10.21,18,1.5,10.32,0.73,3.47,10.61,7,8,0.83,NA,0.09,NA,28.82,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.19
"MG",21636,2001-04-10,NA,4.6,22.7,7.8,116.8,8.74,22,1.29,8.53,0.74,2.54,9.17,8,7,1.51,NA,0.11,NA,23.8,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.31
"MG",21649,2001-04-17,NA,4.44,23.9,7.82,156.5,9.42,28,1.39,7.98,0.7,2.59,7.33,6,9,0.72,NA,NA,NA,25.38,0.02,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA",NA
"MG",21662,2001-04-24,NA,4.44,23.9,7.49,134.9,9.86,33,1.36,8.31,0.89,3.11,7.7,6,21,1.58,NA,0.12,NA,22.46,0.08,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5
"MG",21675,2001-05-01,NA,5.3,22.6,7.37,90.1,8.02,91,1.12,6.19,0.87,1.68,6.93,28,16,3.95,NA,0.31,NA,13.48,0.19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11.8
"MG",21688,2001-05-08,NA,4.8,NA,7.62,143.1,9.47,118,1.42,8.5,0.94,2.59,9.8,11,9,1.77,NA,0.24,NA,12.3,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.93
"MG",21701,2001-05-15,NA,4.52,NA,7.84,145.6,10.17,22,1.43,10,0.86,3.3,9.96,6,7,0.94,NA,0.08,NA,25.77,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.3
"MG",21714,2001-05-22,900,4.44,26.35,7.46,193,10.62,16,1.49,10.67,0.84,3.58,10.87,NA,7,0.78,NA,NA,NA,27.71,0.04,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","BDL","NA","NA",0.3
"MG",21727,2001-05-29,NA,4.52,25.3,7.52,136.2,9.75,26,1.37,9.34,0.82,2.85,6.51,NA,NA,1.73,NA,0.12,NA,21.95,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","BDL","NA","NA","NA","NA","NA",0.76
"MG",21740,2001-06-05,810,4.52,25.76,7.86,183.7,12.18,58,1.69,11.66,1.11,4.12,7.85,12,14,1.23,NA,0.16,NA,NA,0.09,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.63
"MG",21753,2001-06-12,800,4.38,26.34,7.55,191.7,10.86,24,1.48,10.96,0.92,3.87,12.66,NA,9,0.72,NA,NA,NA,23.7,0.04,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","BDL","NA","NA",0.49
"MG",21766,2001-06-19,810,4.39,25.64,7.65,166.3,9.85,31,1.31,10.2,0.84,3.16,7.39,NA,9,1.72,NA,0.16,NA,25,0.12,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.4
"MG",21779,2001-06-26,805,4.5,26.85,7.81,189.8,10.56,18,1.38,10.9,0.85,3.62,7.6,NA,8,1.09,NA,0.11,NA,27.38,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.8
"MG",21792,2001-07-03,800,4.81,26.06,7.62,123.6,8.97,23,1.27,8.45,0.72,2.42,11.64,NA,7,4.82,NA,0.12,NA,20.83,0.1,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.46
"MG",21805,2001-07-10,805,4.38,26.72,7.72,176.6,10.39,12,1.46,10.76,0.83,3.6,9.75,NA,7,1.28,NA,0.15,NA,24.97,0.13,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.21
"MG",21818,2001-07-17,NA,4.48,26.4,7.59,174.9,9.54,NA,1.38,9.5,0.82,3.13,14.22,NA,10,1.39,NA,0.1,NA,21.93,0.09,"NA","BDL","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.4
"MG",21831,2001-07-24,740,4.5,27.14,7.4,159.1,10.24,16,1.45,10.56,0.85,3.63,16.71,NA,13,1.06,NA,0.1,NA,25.56,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.89
"MG",21844,2001-07-31,800,4.44,26.33,7.69,129.6,9.47,33,1.22,8.46,0.82,2.81,13.66,NA,14,1.95,NA,0.18,NA,19.89,0.14,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",4.4
"MG",21857,2001-08-07,800,4.88,25.8,7.58,87.5,8.59,38,1.25,8.13,0.76,2.37,11.38,15,10,1.26,NA,0.15,NA,20.71,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.1
"MG",21870,2001-08-14,805,4.61,26.14,7.6,125.5,9.02,25,1.27,8.8,0.69,2.68,9.75,NA,7,1.11,NA,0.09,NA,21.52,0.06,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",1.1
"MG",21883,2001-08-21,805,4.69,26.43,7.8,121,8.87,19,1.22,8.76,0.67,2.61,7.76,NA,9,1.36,NA,0.14,NA,21.7,0.12,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",NA
"MG",21896,2001-08-28,830,5.2,24.6,7.5,95.3,7.74,97,1.25,7.42,1.06,2.18,8.62,11,17,2.57,NA,0.22,NA,16,0.11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",13.09
"MG",21909,2001-09-04,815,4.95,25.2,7.54,130.2,9.01,58,1.38,8.85,1.12,2.85,10.41,NA,12,1.25,NA,0.15,NA,20.7,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.6
"MG",21922,2001-09-11,820,4.74,26.8,7.66,152.1,10.25,36,1.53,8.94,1.08,3.24,10.74,6,8,0.97,NA,0.16,NA,26.13,0.12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.17
"MG",21935,2001-09-18,830,4.7,26.6,7.61,146.2,9.55,39,1.48,8.6,1.05,3.2,11.56,NA,12,1.29,NA,0.13,NA,26.26,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.3
"MG",21948,2001-09-25,800,4.9,25.5,7.6,136.3,6.89,99,1.14,7.16,0.98,2.6,11.57,NA,19,1.16,NA,0.19,NA,26.3,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",3
"MG",21961,2001-10-02,800,4.56,27.37,7.55,191.7,10.79,55,1.64,9.72,1.08,3.83,12.09,NA,9,1.16,NA,0.11,NA,28.89,0.05,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.6
"MG",21974,2001-10-09,800,5.5,25.21,7.72,158.2,10.05,98,1.44,7.87,1.11,2.85,10.32,6,20,2.05,NA,0.2,NA,25.57,0.09,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",9.7
"MG",21987,2001-10-16,915,5.24,24.09,7.59,99.9,9.03,124,1.31,6.75,0.94,2.3,8.54,9,16,3.02,NA,0.27,NA,17.35,0.14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.3
"MG",22000,2001-10-23,731,5.27,24.41,7.51,126,8.99,119,1.24,6.92,0.9,2.27,9.13,9,10,3.22,NA,0.27,NA,18.15,0.15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.91
"MG",22013,2001-10-30,800,4.86,24.8,7.64,132.2,8.88,97,1.24,7.51,0.87,2.79,10.88,NA,15,1.87,NA,0.2,NA,21.84,0.1,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",0.8
"MG",22026,2001-11-06,736,4.89,24.13,7.54,145.5,7.96,109,1.08,7.08,0.86,1.99,5.88,NA,8,1.72,NA,0.26,NA,NA,0.14,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",14.8
"MG",22039,2001-11-13,930,4.58,23.59,7.66,137.2,10.45,192,1.35,7.08,0.81,2.18,5.64,14,9,0.93,NA,0.38,NA,13.51,0.18,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.9
"MG",22052,2001-11-20,800,4.6,23.1,7.86,135.3,10.51,124,1.46,9.9,1.07,3.7,10.98,10,11,1.14,NA,0.27,NA,26.47,0.13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.8
"MG",22065,2001-11-27,854,4.64,22.5,7.88,139.9,10.65,114,1.4,9.52,0.97,3.77,11.02,23,7,1.34,NA,0.23,NA,23.78,0.09,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.2
"MG",22078,2001-12-04,1118,4.7,24.03,7.72,74.2,9.09,117,1.2,8.47,1.12,3.02,9.44,37,14,2.57,NA,0.31,NA,21.89,0.16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.87
"MG",22091,2001-12-11,1102,5.01,NA,7.58,111.6,9.47,138,1.31,7.7,0.89,2.67,12.16,21,12,1.75,NA,0.23,NA,20.51,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.57
"MG",22104,2001-12-18,908,5.56,23.1,7.45,NA,8.72,171,1.12,6.56,0.81,1.99,8.91,28,17,2.18,NA,0.27,NA,16.02,0.07,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.2
"MG",22117,2001-12-26,758,5.11,21.74,NA,101.1,10.11,202,1.25,8.14,0.74,2.86,11.96,21,14,0.98,NA,0.28,NA,22.82,0.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.56
"MG",22131,2002-01-02,751,4.7,23.02,7.66,147.8,8.11,103,1.07,6.7,0.59,1.95,3.74,NA,NA,0.52,NA,0.19,NA,NA,0.08,"NA","NA","NA","NA","NA","NA","NA","BDL","BDL","NA","NA","NA","NA","NA",13
"MG",22145,2002-01-08,800,4.73,22.52,7.66,122.5,11.49,157,1.27,8.24,0.81,2.83,5.81,NA,NA,1.23,NA,0.25,NA,10.04,0.09,"NA","NA","NA","NA","NA","NA","NA","BDL","BDL","NA","NA","NA","NA","NA",0.9
