"Sample_ID","Code","Sample_Date","Sample_Time","Gage_Ht","Temp","pH","Cond","Cl","NO3-N","SO4-S","Na","K","Mg","Ca","NH4-N","PO4-P","DOC","DIC","TDN","TDP","SiO2","DON","ChlorideCode","NitrateCode","SulfateCode","SodiumCode","PotassiumCode","MagnesiumCode","CalciumCode","NH4Code","PO4Code","DOCCode","DICCode","TDNCode","SiO2Code","DONCode","TSS"
"MPR",3213,1990-05-08,938,1.68,NA,7.29,112.3,8.62,17,NA,6.46,1.01,2.44,10.49,NA,NA,0.99,NA,0.23,NA,10.94,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.71
"MPR",3230,1990-05-15,946,2.2,NA,7.27,87.8,9.41,250,NA,5.56,0.95,1.7,8.31,NA,NA,1.44,NA,0.63,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.84
"MPR",3239,1990-05-22,1002,1.7,26,7.5,116.1,NA,117,NA,6.4,1,2.33,10.22,NA,NA,0.73,NA,0.38,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.43
"MPR",3346,1990-05-29,944,2,25,7.15,107.2,9.07,217,NA,6.48,1.07,2.12,9.24,NA,NA,1.18,NA,0.41,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.96
"MPR",3453,1990-06-05,930,2.14,24,7.27,98,9.03,212,1.01,6.26,1.01,2.03,8.75,NA,NA,0.89,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",2.56
"MPR",3467,1990-06-12,928,2.06,25,7.34,103.7,8.79,213,1.13,6.4,1,2.11,9.06,NA,NA,0.74,NA,0.3,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",0.62
"MPR",3478,1990-06-19,1005,2.12,25,7.4,102.4,9.51,184,1.19,6.19,0.94,2.12,8.42,NA,NA,1.6,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA",1.39
"MPR",3489,1990-06-26,1001,2.4,25,6.72,72.1,NA,237,0.98,5.34,0.87,1.58,6.25,NA,NA,2.93,NA,0.7,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.9
"MPR",3500,1990-07-03,938,2,NA,7.55,102.3,8.96,129,1.08,6.77,0.95,2.42,10.04,NA,NA,0.78,NA,0.5,NA,10.63,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.29
"MPR",3511,1990-07-10,1011,2.06,23,7.58,102.9,9.04,153,1.48,6.45,0.91,2.35,9.93,NA,6,0.77,NA,0.5,NA,10.12,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.64
