"Sample_ID","Code","Sample_Date","Sample_Time","Gage_Ht","Temp","pH","Cond","Cl","NO3-N","SO4-S","Na","K","Mg","Ca","NH4-N","PO4-P","DOC","DIC","TDN","TDP","SiO2","DON","ChlorideCode","NitrateCode","SulfateCode","SodiumCode","PotassiumCode","MagnesiumCode","CalciumCode","NH4Code","PO4Code","DOCCode","DICCode","TDNCode","SiO2Code","DONCode","TSS"
"Q3",100014011,1986-12-09,843,NA,22,7.59,81.7,8.3,156,0.8,7.82,0.59,2.88,3.4,11,NA,0.29,7.84,NA,NA,28.1,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.65
"Q3",100014012,1986-12-16,837,NA,21,7.5,78.5,8.1,172,0.84,7.78,0.55,2.73,3.39,8,NA,NA,5.97,NA,NA,26.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.2
"Q3",100014013,1986-12-23,806,NA,21,7.49,84,8.2,157,0.7,7.96,0.53,3.02,3.75,19,NA,NA,8.61,NA,NA,28.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA",6
"Q3",100014014,1986-12-30,846,NA,21,7.39,81.2,8.3,185,0.8,7.84,0.53,2.88,3.45,22,NA,NA,NA,NA,NA,27.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA",6.15
"Q3",100014015,1987-01-05,926,NA,21,7.44,79.1,8.6,220,NA,7.43,0.55,2.85,3.8,20,NA,0.68,7.8,NA,NA,27,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",26.5
"Q3",100014016,1987-01-13,906,NA,21,7.5,86.2,8.6,211,NA,8.4,0.53,3.2,3.8,20,NA,0.17,9.21,NA,NA,29.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.35
"Q3",100014017,1987-01-20,852,NA,21,7.35,87.4,NA,252,0.87,8.03,0.57,3.07,3.96,25,NA,1.2,8.64,NA,NA,28.1,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.22
"Q3",100014018,1987-01-27,850,NA,21,7.62,87.4,8.6,228,NA,8.55,0.57,3.36,3.82,21,NA,0.45,9.17,NA,NA,29.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.95
"Q3",100014019,1987-02-03,825,NA,21,7.59,85.3,8.3,192,0.89,8.09,0.58,3.01,4.17,22,NA,0.46,8.23,NA,NA,27.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.77
"Q3",100014020,1987-02-10,841,NA,21,7.55,88.5,8.3,200,0.88,8.22,0.6,3.14,3.81,27,NA,0.76,10.29,NA,NA,29.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.9
"Q3",100014021,1987-02-17,950,NA,21,7.49,78.9,8.2,183,NA,8.01,0.61,3.18,2.96,8,NA,2.91,6.23,NA,NA,28.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.3
"Q3",100014022,1987-02-24,919,NA,21,7.4,82.4,8.5,184,NA,8.06,0.61,3.2,3.75,NA,NA,0.18,6.58,NA,NA,29.7,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",4.1
"Q3",100014023,1987-03-03,1005,NA,22,7.47,84.8,8.7,226,0.6,8,0.61,3.3,3.97,8,NA,0.63,6.37,NA,NA,29.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.4
"Q3",100014024,1987-03-10,922,NA,21,7.41,85.5,8.5,233,NA,8.05,0.63,3.26,4.07,NA,NA,1.34,8.34,NA,NA,29.3,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",7.2
"Q3",100014026,1987-03-18,935,NA,20,7.51,67.6,7.6,156,NA,6.17,0.67,2.17,3.07,7,NA,1.2,NA,NA,NA,23.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.05
"Q3",100014025,1987-03-24,1134,NA,22,7.49,82,8.4,142,NA,7.68,0.72,2.81,3.92,9,NA,0.97,9.93,NA,NA,19.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.4
"Q3",100014027,1987-03-31,1019,NA,21,7.51,84,8.8,159,NA,7.93,0.71,3.02,3.78,8,NA,0.58,8.85,NA,NA,31.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.1
"Q3",100014028,1987-04-07,939,NA,22,7.6,87,8.8,176,NA,8.06,0.73,3.24,4.13,11,NA,0.68,9.49,NA,NA,31.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.4
"Q3",100014029,1987-04-14,1019,NA,22,7.35,53.3,7.4,175,NA,5.06,0.63,1.73,2.55,20,NA,0.59,3.58,NA,NA,14.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11.13
"Q3",100014030,1987-04-21,1050,NA,23,7.47,83.6,8.8,176,NA,7.72,0.75,2.85,3.86,7,NA,0.95,9.44,NA,NA,30.1,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.36
"Q3",100014031,1987-04-28,1000,4.44,23,7.47,89.6,8.8,202,NA,8.02,0.73,2.26,3.98,6,NA,0.95,9.83,NA,NA,31.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.3
"Q3",100014032,1987-05-05,1000,4.42,23,7.48,87.6,8.8,187,0.58,8.11,0.75,3.07,4.18,8,NA,0.69,8.99,NA,NA,31.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.33
"Q3",100014033,1987-05-12,1021,4.54,22,7.32,61.4,7.4,260,0.61,5.74,0.68,2.07,2.98,109,NA,3.11,3.69,NA,NA,19.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.6
"Q3",100014034,1987-05-19,1026,4.6,22,7.31,52.8,6.3,166,NA,5.18,0.62,1.78,2.44,131,NA,2.04,3.34,NA,NA,18,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",8.8
"Q3",100014035,1987-05-26,1109,4.58,22,7.06,65.1,7.1,138,0.49,6.08,0.63,2.07,2.96,114,NA,1.24,4.84,NA,NA,23.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.05
"Q3",100014036,1987-06-02,1036,4.52,23,7.53,79.6,8.4,132,0.46,7.34,0.7,2.68,3.56,77,NA,0.69,5.76,NA,NA,29.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.45
"Q3",100014037,1987-06-09,1150,4.48,23,7.15,81.2,8.4,164,NA,7.67,0.69,2.92,3.61,92,NA,0.39,7.08,NA,NA,30.5,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.45
"Q3",100014038,1987-06-16,1106,4.49,23,7.43,72,7.4,180,NA,6.22,0.61,2.32,3.48,90,NA,1.15,5.59,NA,NA,25.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.9
"Q3",100014039,1987-06-23,1021,4.6,23,7.44,67.7,7.3,133,NA,6.07,0.63,2,3.35,101,NA,0.96,5.43,NA,NA,24.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.3
"Q3",100014041,1987-06-30,1022,4.5,23,7.43,74.4,8.1,160,0.49,7.16,0.66,2.65,3.5,196,NA,0.93,7,NA,NA,27.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.4
"Q3",100014042,1987-07-07,1009,4.52,23,7.38,78.4,8.1,184,0.88,7.27,0.66,2.54,4.23,103,NA,1.21,7.16,NA,NA,27.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.6
"Q3",100014043,1987-07-14,1010,4.46,23,7.36,85.1,8.5,180,0.46,7.78,0.69,2.87,3.92,20,NA,1.39,8.01,NA,NA,30.5,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.93
"Q3",100014044,1987-07-21,1016,4.54,23,7.38,77,8.1,204,NA,7.18,0.67,2.65,3.17,21,NA,2.44,5.61,NA,NA,27.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",28.5
"Q3",100014045,1987-07-28,1046,4.46,23,7.15,85.4,8.1,240,0.54,7.52,0.69,1.01,3.77,28,NA,NA,7.16,NA,NA,29.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.4
"Q3",100014046,1987-08-04,910,4.42,23,7.25,84,8.3,NA,0.38,7.68,0.73,3.09,3.54,18,NA,NA,NA,NA,NA,29.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.15
"Q3",100014047,1987-08-11,747,4.42,23,7.19,89.4,6.5,217,0.57,8.01,0.71,2.95,4.76,31,NA,NA,5.9,NA,NA,31.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.2
"Q3",100014048,1987-08-18,1015,4.42,21,7.23,84.2,8.1,209,NA,7.78,0.7,3.08,4.12,29,NA,NA,6.5,NA,NA,30.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.9
"Q3",100014049,1987-08-25,915,4.42,23,7.25,81.8,8.5,219,NA,7.58,0.73,2.99,3.93,21,NA,NA,6.79,NA,NA,30.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.9
"Q3",100014050,1987-09-01,943,4.44,23,7.18,74.6,7.8,199,NA,6.9,0.69,2.73,3.46,19,NA,NA,7.65,NA,NA,26.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.3
"Q3",100014051,1987-09-08,1120,4.42,23,7.06,84,8.3,227,0.56,7.63,0.69,3.14,3.97,23,NA,NA,7.34,NA,NA,30,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.65
"Q3",100014052,1987-09-15,1030,4.44,23,7.17,77.5,8.1,217,NA,7.24,0.69,2.96,3.73,5,NA,NA,6.77,NA,NA,29.1,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.7
"Q3",100014053,1987-09-22,1014,4.46,23,7.12,80.3,8.2,279,NA,7.57,0.7,2.89,3.94,NA,NA,NA,7.49,NA,NA,29.1,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",5.07
"Q3",100014054,1987-09-29,1015,4.5,23,7.02,78.9,8.2,356,NA,7.22,0.71,2.71,3.68,12,NA,NA,9.11,NA,NA,26.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",12.67
"Q3",100014055,1987-10-06,943,4.42,23.5,7.15,80.6,8.2,222,NA,7.4,0.75,3.06,3.94,18,NA,NA,8.12,NA,NA,29.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6
"Q3",100014056,1987-10-13,1015,4.42,23.5,7.28,84.4,8,270,NA,7.12,0.7,2.68,3.71,12,NA,NA,9.47,NA,NA,28.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.7
"Q3",100014057,1987-10-22,NA,4.52,NA,7.31,95,8.01,204,0.68,6.71,0.69,2.87,3.91,NA,NA,NA,NA,NA,NA,29.2,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",3.26
"Q3",100014058,1987-10-29,1443,4.44,NA,NA,83.6,8.3,224,0.63,6.84,0.69,2.56,3.97,NA,NA,NA,NA,NA,NA,29.2,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",8.95
"Q3",100014059,1987-11-05,1210,4.46,NA,7.49,86.9,5.45,240,0.62,6.1,0.68,2.54,3.65,10,NA,NA,NA,NA,NA,25,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",63
"Q3",100014060,1987-11-12,NA,NA,NA,7.4,83.5,5.5,413,0.63,4.65,0.44,2.07,3.67,NA,NA,NA,NA,NA,NA,33.9,NA,"NA","NA","NA","NA","NA","NA","NA","BDL","NA","NA","NA","NA","NA","NA",3
"Q3",100014061,1987-11-24,1104,4.64,NA,6.25,53.7,NA,68,0.6,NA,0.1,0.39,1.06,7,NA,NA,NA,NA,NA,16.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",9.4
"Q3",100014062,1987-11-25,1058,4.8,NA,7.17,50.2,5.42,160,0.57,3.92,0.52,1.39,2.04,16,NA,NA,NA,NA,NA,12.5,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",21
"Q3",100014063,1987-12-01,1033,4.5,NA,7.42,67.5,5.4,124,0.57,6.48,0.69,2.44,3.27,6,NA,NA,NA,NA,NA,26.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.6
"Q3",100014064,1987-12-07,1535,5.02,NA,7.02,39.6,4.7,172,0.78,3.24,0.51,1.06,1.57,13,NA,NA,NA,NA,NA,8.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",22.3
"Q3",100014065,1987-12-08,1110,4.85,NA,7.12,44.3,4.57,124,NA,3.88,0.49,1.26,1.75,8,NA,NA,NA,NA,NA,13.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",19.6
"Q3",100014066,1987-12-15,1006,4.6,NA,7.49,64.1,8.2,188,0.58,6.71,0.65,2.35,3.35,8,NA,NA,NA,NA,NA,24.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",31.5
"Q3",100014067,1987-12-22,848,4.56,NA,7.44,75,8.2,170,0.65,6.04,0.68,2.32,3.31,9,NA,NA,NA,NA,NA,24.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.87
"Q3",100014068,1987-12-29,947,4.5,NA,7.51,72.6,8.29,187,0.57,6.63,0.66,2.71,3.69,15,NA,NA,NA,NA,NA,27.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.7
"Q3",100014069,1988-01-05,950,4.52,NA,7.44,73.2,7.23,142,0.54,7.4,0.68,2.69,3.7,12,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.5
"Q3",100014070,1988-01-12,859,4.5,NA,7.32,71.9,11.56,181,0.61,7.12,0.66,2.55,3.6,9,NA,NA,NA,NA,NA,26.6,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.22
"Q3",100014071,1988-01-19,810,4.5,NA,7.28,72.7,10,157,0.63,6.79,0.66,2.69,3.65,17,NA,NA,NA,NA,NA,27.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",9.5
"Q3",100014072,1988-01-26,856,4.42,NA,7.45,82.4,8.71,157,0.81,7.33,0.72,3.04,4.17,31,NA,NA,NA,NA,NA,30.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.23
"Q3",100014075,1988-01-29,NA,NA,NA,7.42,60.3,9.32,141,NA,6.26,0.82,2.09,2.93,34,NA,NA,NA,NA,NA,17.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014073,1988-01-29,NA,NA,NA,6.06,62.8,NA,NA,0.59,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014079,1988-01-29,NA,NA,NA,7.38,65.7,8.76,207,NA,6.48,0.78,2.24,3.2,52,NA,NA,NA,NA,NA,19.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014074,1988-01-29,NA,NA,NA,7.09,61.5,9.33,209,0.71,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014078,1988-01-29,NA,NA,NA,7.35,64,9.23,183,0.79,6.47,0.72,2.18,3.11,41,NA,NA,NA,NA,NA,19.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014076,1988-01-29,NA,NA,NA,7.19,58.6,8.88,167,0.93,6.36,0.85,2.13,3.03,24,NA,NA,NA,NA,NA,18.4,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014077,1988-01-29,NA,NA,NA,7.33,62.9,9.26,209,0.85,6.4,0.82,2.18,3.19,47,NA,NA,NA,NA,NA,18.7,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014080,1988-02-02,NA,NA,NA,6.99,63.3,11.3,32,0.74,6.59,0.71,2.2,3.11,55,NA,NA,NA,NA,NA,18.2,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",37.6
"Q3",100014081,1988-02-02,1140,4.7,NA,7.04,60.8,10.55,146,0.75,6.15,0.76,1.96,2.93,15,NA,NA,NA,NA,NA,14.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",115
"Q3",100014083,1988-02-03,814,4.54,NA,7.19,NA,9.53,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.44
"Q3",100014084,1988-02-04,859,4.48,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.25
"Q3",100014082,1988-02-09,1303,4.52,NA,7.27,87.3,NA,170,NA,7.51,0.71,3.71,2.71,26,NA,NA,NA,NA,NA,25.5,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",19
"Q3",100014085,1988-02-10,819,4.44,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.51
"Q3",100014086,1988-02-16,819,4.44,NA,7.28,86.8,8.72,146,NA,7.14,0.68,2.65,3.84,16,NA,NA,NA,NA,NA,25.8,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2.48
"Q3",100014087,1988-02-23,827,4.44,NA,7.29,88.3,8.76,204,0.65,7.15,0.68,3.01,3.85,23,NA,NA,NA,NA,NA,29,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.57
"Q3",100014088,1988-03-01,1025,4.43,NA,7.48,91.2,9.3,196,0.73,7.07,0.67,3.02,3.91,15,NA,NA,NA,NA,NA,29.9,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6.19
"Q3",100014089,1988-03-08,1000,4.43,NA,7.49,89.2,7.54,196,0.59,7.76,0.56,3,3.11,32,NA,NA,NA,NA,NA,31.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.11
"Q3",100014090,1988-03-15,846,4.4,NA,7.42,93.4,9.03,215,NA,7.57,0.11,1.65,3.73,13,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3.4
"Q3",100014091,1988-03-23,822,4.38,NA,7.38,NA,8.65,219,0.68,7.94,0.62,2.99,3.81,25,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5.22
"Q3",100014092,1988-03-29,NA,NA,NA,7.25,59.1,9.32,200,0.8,5.45,0.59,1.78,2.49,31,NA,NA,NA,NA,NA,14.1,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",27.3
"Q3",100014093,1988-04-05,948,4.38,NA,7.42,89.1,8.82,207,0.68,7.53,0.63,2.93,3.71,21,NA,NA,NA,NA,NA,30.3,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4.22
"Q3",100014094,1988-04-12,NA,NA,NA,7.36,88.3,8.79,210,0.63,7.94,0.61,2.83,3.71,19,NA,NA,NA,0.11,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",5.69
"Q3",100014095,1988-04-19,NA,NA,NA,7.08,74.4,10.21,191,0.78,6.71,0.6,2.45,3.16,17,NA,NA,NA,0.12,NA,26,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",4.78
"Q3",100014096,1988-04-26,NA,NA,NA,7.4,85.3,7.91,208,0.68,7.55,0.64,2.96,3.8,27,NA,NA,NA,0.12,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",6.67
"Q3",100014097,1988-05-03,928,NA,NA,7.46,87.6,8.35,201,0.7,7.87,0.64,2.94,3.77,52,NA,NA,NA,0.14,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",2.83
"Q3",100014098,1988-05-10,NA,NA,NA,7.37,89,8.96,224,0.71,7.65,0.66,3.07,3.84,64,NA,NA,NA,0.16,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",3.67
"Q3",100014099,1988-05-10,1000,4.74,NA,7.02,60.2,NA,186,0.67,3.06,0.83,1.69,2.41,16,NA,NA,NA,0.34,NA,NA,0.14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",514.3
"Q3",100014100,1988-05-10,1227,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",32.3
"Q3",100014101,1988-05-10,1400,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",124.3
"Q3",100014102,1988-05-10,1626,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",189
"Q3",100014103,1988-05-17,1008,4.46,NA,7.35,71.5,6.52,176,0.74,6.38,0.58,1.23,1.04,27,NA,NA,NA,0.23,NA,NA,0.03,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA
"Q3",100014104,1988-05-24,NA,NA,NA,7.39,83.1,8.19,206,0.61,7.46,0.61,1.33,1.15,74,NA,NA,NA,0.22,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",3.6
"Q3",100014105,1988-05-31,846,4.46,NA,7.54,73.8,7.63,178,0.67,6.52,0.67,2.41,2.7,88,NA,NA,NA,0.23,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",6
"Q3",100014106,1988-06-07,841,4.4,NA,7.39,89.9,8.49,206,0.69,7.78,0.74,2.98,3.23,78,NA,NA,NA,0.2,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BDL",3.93
